,county,cases,deaths
23002,Saunders,2,0
23003,Scotts Bluff,1,0
23004,Unknown,2,0
23005,Washington,19,0
23006,York,1,0
23007,Carson City,5,0
23008,Clark,869,23
23009,Douglas,5,0
23010,Elko,5,0
23011,Humboldt,3,0
23012,Lyon,1,0
23013,Nye,1,0
23014,Unknown,103,0
23015,Washoe,121,3
23016,Belknap,12,0
23017,Carroll,12,0
23018,Cheshire,4,0
23019,Grafton,35,0
23020,Hillsborough,108,2
23021,Merrimack,27,0
23022,Rockingham,137,1
23023,Strafford,28,0
23024,Sullivan,4,0
23025,Atlantic,31,0
23026,Bergen,2909,53
23027,Burlington,202,5
23028,Camden,228,3
23029,Cape May,15,0
23030,Cumberland,18,1
23031,Essex,1900,47
23032,Gloucester,114,2
23033,Hudson,1606,16
23034,Hunterdon,97,0
23035,Mercer,268,1
23036,Middlesex,1277,24
23037,Monmouth,1140,21
23038,Morris,841,21
23039,Ocean,1022,18
23040,Passaic,1294,11
23041,Salem,12,1
23042,Somerset,413,14
23043,Sussex,132,3
23044,Union,1418,24
23045,Unknown,3683,7
23046,Warren,76,2
23047,Bernalillo,129,4
23048,Chaves,10,0
23049,Cibola,2,0
23050,Curry,3,0
23051,Doña Ana,18,0
23052,Eddy,4,1
23053,Lea,2,0
23054,McKinley,16,0
23055,Rio Arriba,4,0
23056,Roosevelt,1,0
23057,San Juan,32,0
23058,San Miguel,1,0
23059,Sandoval,29,0
23060,Santa Fe,42,0
23061,Socorro,3,0
23062,Taos,11,0
23063,Torrance,3,0
23064,Valencia,5,0
23065,Albany,226,1
23066,Allegany,7,0
23067,Broome,38,3
23068,Cattaraugus,6,0
23069,Cayuga,3,0
23070,Chautauqua,6,0
23071,Chemung,20,0
23072,Chenango,19,0
23073,Clinton,21,0
23074,Columbia,36,1
23075,Cortland,8,0
23076,Delaware,16,0
23077,Dutchess,484,4
23078,Erie,438,8
23079,Essex,5,0
23080,Franklin,9,0
23081,Fulton,1,0
23082,Genesee,10,0
23083,Greene,16,0
23084,Hamilton,2,0
23085,Herkimer,12,2
23086,Jefferson,12,0
23087,Lewis,2,0
23088,Livingston,13,0
23089,Madison,41,0
23090,Monroe,300,9
23091,Montgomery,7,0
23092,Nassau,8544,63
23093,New York City,43139,1096
23094,Niagara,42,0
23095,Oneida,40,0
23096,Onondaga,194,0
23097,Ontario,22,0
23098,Orange,1560,3
23099,Orleans,6,0
23100,Oswego,15,0
23101,Otsego,18,0
23102,Putnam,186,0
23103,Rensselaer,55,0
23104,Rockland,2863,8
23105,Saratoga,108,1
23106,Schenectady,85,0
23107,Schoharie,6,0
23108,Schuyler,2,0
23109,Seneca,2,0
23110,St. Lawrence,30,0
23111,Steuben,24,0
23112,Suffolk,6713,53
23113,Sullivan,109,1
23114,Tioga,7,0
23115,Tompkins,66,0
23116,Ulster,215,3
23117,Warren,18,0
23118,Washington,10,0
23119,Wayne,19,0
23120,Westchester,9967,25
23121,Wyoming,9,1
23122,Alamance,7,0
23123,Alexander,2,0
23124,Alleghany,2,0
23125,Anson,1,0
23126,Beaufort,4,0
23127,Bertie,6,0
23128,Brunswick,14,0
23129,Buncombe,22,1
23130,Burke,5,0
23131,Cabarrus,47,1
23132,Caldwell,3,0
23133,Carteret,12,0
23134,Caswell,1,0
23135,Catawba,15,0
23136,Chatham,17,0
23137,Cherokee,8,1
23138,Clay,1,0
23139,Cleveland,6,0
23140,Columbus,2,0
23141,Craven,6,0
23142,Cumberland,18,0
23143,Currituck,1,0
23144,Davidson,23,0
23145,Davie,11,0
23146,Duplin,1,0
23147,Durham,122,0
23148,Edgecombe,3,0
23149,Forsyth,42,1
23150,Franklin,11,0
23151,Gaston,29,0
23152,Granville,9,0
23153,Greene,3,0
23154,Guilford,52,1
23155,Halifax,4,0
23156,Harnett,18,1
23157,Henderson,18,0
23158,Hertford,4,0
23159,Hoke,4,0
23160,Iredell,25,0
23161,Jackson,1,0
23162,Johnston,15,1
23163,Lee,2,0
23164,Lenoir,3,0
23165,Lincoln,4,0
23166,Martin,2,0
23167,McDowell,7,0
23168,Mecklenburg,420,1
23169,Montgomery,6,0
23170,Moore,8,0
23171,Nash,9,0
23172,New Hanover,28,0
23173,Northampton,30,0
23174,Onslow,7,1
23175,Orange,35,0
23176,Pamlico,1,0
23177,Pasquotank,4,0
23178,Perquimans,1,0
23179,Person,2,0
23180,Pitt,27,0
23181,Polk,3,0
23182,Randolph,17,0
23183,Richmond,1,0
23184,Robeson,3,0
23185,Rockingham,1,0
23186,Rowan,24,1
23187,Rutherford,5,0
23188,Sampson,1,0
23189,Scotland,2,0
23190,Stanly,5,0
23191,Surry,2,0
23192,Transylvania,5,0
23193,Union,42,0
23194,Vance,4,0
23195,Wake,192,0
23196,Washington,2,0
23197,Watauga,5,0
23198,Wayne,4,0
23199,Wilkes,2,0
23200,Wilson,15,0
23201,Yadkin,3,0
23202,Barnes,2,0
23203,Burleigh,30,0
23204,Cass,31,1
23205,Divide,1,0
23206,Dunn,1,0
23207,Foster,1,0
23208,Grand Forks,3,0
23209,Grant,1,0
23210,McHenry,1,1
23211,McIntosh,1,0
23212,McKenzie,1,0
23213,McLean,2,0
23214,Morton,14,1
23215,Mountrail,5,0
23216,Oliver,1,0
23217,Pierce,2,0
23218,Ramsey,3,0
23219,Sioux,1,0
23220,Stark,12,0
23221,Walsh,1,0
23222,Ward,9,0
23223,Williams,3,0
23224,Unknown,2,0
23225,Allen,5,0
23226,Ashland,2,0
23227,Ashtabula,6,0
23228,Athens,3,1
23229,Auglaize,2,0
23230,Belmont,9,0
23231,Brown,2,1
23232,Butler,36,0
23233,Carroll,5,0
23234,Champaign,3,0
23235,Clark,6,0
23236,Clermont,10,0
23237,Clinton,3,0
23238,Columbiana,15,2
23239,Coshocton,5,0
23240,Crawford,5,0
23241,Cuyahoga,527,6
23242,Darke,13,1
23243,Defiance,5,0
23244,Delaware,40,1
23245,Erie,5,1
23246,Fairfield,14,0
23247,Fayette,1,0
23248,Franklin,325,3
23249,Fulton,2,0
23250,Gallia,1,1
23251,Geauga,24,0
23252,Greene,6,1
23253,Hamilton,124,0
23254,Hancock,5,0
23255,Highland,1,0
23256,Holmes,1,0
23257,Huron,4,1
23258,Jefferson,11,0
23259,Knox,4,0
23260,Lake,44,2
23261,Lawrence,1,0
23262,Licking,25,0
23263,Logan,3,0
23264,Lorain,82,2
23265,Lucas,133,3
23266,Madison,7,0
23267,Mahoning,153,9
23268,Marion,8,0
23269,Medina,55,1
23270,Mercer,2,0
23271,Miami,52,6
23272,Montgomery,37,1
23273,Muskingum,2,0
23274,Ottawa,2,0
23275,Perry,1,0
23276,Pickaway,12,0
23277,Pike,1,0
23278,Portage,38,1
23279,Preble,1,0
23280,Richland,6,0
23281,Ross,2,0
23282,Sandusky,4,0
23283,Seneca,3,1
23284,Shelby,5,0
23285,Stark,45,3
23286,Summit,131,5
23287,Trumbull,50,2
23288,Tuscarawas,9,0
23289,Union,4,0
23290,Van Wert,1,0
23291,Warren,21,0
23292,Washington,3,0
23293,Wayne,9,0
23294,Wood,15,0
23295,Wyandot,2,0
23296,Adair,4,0
23297,Beckham,1,0
23298,Bryan,1,0
23299,Caddo,1,0
23300,Canadian,19,1
23301,Carter,1,0
23302,Cherokee,4,0
23303,Choctaw,1,0
23304,Cleveland,65,6
23305,Comanche,15,0
23306,Cotton,1,0
23307,Craig,1,0
23308,Creek,21,1
23309,Custer,4,0
23310,Delaware,7,0
23311,Garfield,2,0
23312,Garvin,6,0
23313,Grady,2,0
23314,Jackson,1,0
23315,Kay,24,0
23316,Latimer,1,0
23317,Le Flore,1,0
23318,Lincoln,5,0
23319,Logan,4,0
23320,Love,1,0
23321,Mayes,4,0
23322,McClain,3,0
23323,Muskogee,8,1
23324,Noble,4,0
23325,Nowata,5,0
23326,Oklahoma,155,7
23327,Okmulgee,3,0
23328,Osage,16,0
23329,Ottawa,7,0
23330,Pawnee,15,1
23331,Payne,15,0
23332,Pittsburg,2,0
23333,Pontotoc,5,0
23334,Pottawatomie,5,0
23335,Rogers,3,0
23336,Seminole,1,0
23337,Sequoyah,2,1
23338,Stephens,5,0
23339,Texas,1,0
23340,Tulsa,83,3
23341,Wagoner,10,2
23342,Washington,21,0
23343,Benton,12,1
23344,Clackamas,50,3
23345,Clatsop,3,0
23346,Columbia,1,0
23347,Deschutes,24,0
23348,Douglas,9,0
23349,Grant,1,0
23350,Hood River,3,0
23351,Jackson,21,0
23352,Josephine,10,0
23353,Klamath,5,0
23354,Lane,16,1
23355,Lincoln,2,0
23356,Linn,37,2
23357,Malheur,1,0
23358,Marion,141,3
23359,Morrow,1,0
23360,Multnomah,116,2
23361,Polk,18,0
23362,Tillamook,3,0
23363,Umatilla,5,0
23364,Union,1,0
23365,Wallowa,1,0
23366,Wasco,7,0
23367,Washington,186,3
23368,Yamhill,16,3
23369,Adams,9,0
23370,Allegheny,325,2
23371,Armstrong,5,0
23372,Beaver,52,1
23373,Bedford,2,0
23374,Berks,110,0
23375,Blair,6,0
23376,Bradford,7,0
23377,Bucks,319,6
23378,Butler,60,2
23379,Cambria,2,0
23380,Cameron,1,0
23381,Carbon,17,1
23382,Centre,26,0
23383,Chester,159,1
23384,Clarion,3,0
23385,Clearfield,4,0
23386,Columbia,7,0
23387,Crawford,4,0
23388,Cumberland,36,1
23389,Dauphin,45,1
23390,Delaware,338,6
23391,Erie,14,0
23392,Fayette,14,0
23393,Franklin,19,0
23394,Greene,9,0
23395,Huntingdon,1,0
23396,Indiana,6,0
23397,Juniata,3,0
23398,Lackawanna,78,3
23399,Lancaster,123,3
23400,Lawrence,13,2
23401,Lebanon,28,0
23402,Lehigh,272,4
23403,Luzerne,212,4
23404,Lycoming,6,0
23405,McKean,1,0
23406,Mercer,8,0
23407,Mifflin,2,0
23408,Monroe,236,7
23409,Montgomery,570,6
23410,Montour,10,0
23411,Northampton,245,5
23412,Northumberland,1,0
23413,Perry,1,0
23414,Philadelphia,1315,14
23415,Pike,48,1
23416,Potter,2,0
23417,Schuylkill,38,0
23418,Snyder,2,1
23419,Somerset,2,0
23420,Susquehanna,1,0
23421,Tioga,2,0
23422,Union,4,0
23423,Venango,3,0
23424,Warren,1,0
23425,Washington,33,0
23426,Wayne,10,0
23427,Westmoreland,61,0
23428,York,66,0
23429,Unknown,239,8
23430,Bristol,19,0
23431,Kent,40,0
23432,Newport,23,0
23433,Providence,305,0
23434,Unknown,179,8
23435,Washington,29,0
23436,Abbeville,4,0
23437,Aiken,13,1
23438,Anderson,39,1
23439,Bamberg,2,0
23440,Barnwell,1,0
23441,Beaufort,91,1
23442,Berkeley,15,0
23443,Calhoun,3,1
23444,Charleston,142,1
23445,Chester,2,0
23446,Chesterfield,6,0
23447,Clarendon,25,1
23448,Colleton,5,0
23449,Darlington,11,0
23450,Dillon,1,0
23451,Dorchester,17,0
23452,Edgefield,2,0
23453,Fairfield,6,0
23454,Florence,19,3
23455,Georgetown,13,0
23456,Greenville,106,1
23457,Greenwood,5,0
23458,Horry,37,3
23459,Jasper,3,0
23460,Kershaw,105,2
23461,Lancaster,15,0
23462,Laurens,3,0
23463,Lee,5,0
23464,Lexington,54,1
23465,Marion,2,1
23466,Marlboro,2,0
23467,Newberry,2,0
23468,Oconee,5,0
23469,Orangeburg,22,0
23470,Pickens,14,0
23471,Richland,148,2
23472,Saluda,1,0
23473,Spartanburg,37,0
23474,Sumter,39,2
23475,Union,3,0
23476,Williamsburg,2,0
23477,York,56,1
23478,Aurora,1,0
23479,Beadle,20,0
23480,Bon Homme,1,0
23481,Brookings,1,0
23482,Brown,3,0
23483,Charles Mix,1,0
23484,Clark,1,0
23485,Clay,3,0
23486,Codington,5,0
23487,Davison,2,1
23488,Deuel,1,0
23489,Fall River,1,0
23490,Faulk,1,0
23491,Hamlin,1,0
23492,Hughes,1,0
23493,Hutchinson,2,0
23494,Kingsbury,1,0
23495,Lawrence,6,0
23496,Lincoln,5,0
23497,Lyman,1,0
23498,Marshall,1,0
23499,McCook,2,0
23500,Meade,1,0
23501,Minnehaha,31,0
23502,Pennington,5,0
23503,Roberts,1,0
23504,Todd,1,0
23505,Turner,1,0
23506,Union,1,0
23507,Yankton,6,0
23508,Anderson,10,0
23509,Bedford,2,0
23510,Benton,4,0
23511,Bledsoe,2,0
23512,Blount,25,0
23513,Bradley,10,0
23514,Campbell,4,0
23515,Cannon,3,0
23516,Carroll,5,0
23517,Carter,1,0
23518,Cheatham,10,0
23519,Chester,3,0
23520,Claiborne,2,0
23521,Cocke,1,0
23522,Coffee,1,0
23523,Cumberland,11,0
23524,Davidson,541,3
23525,DeKalb,4,0
23526,Dickson,17,0
23527,Dyer,3,0
23528,Fayette,12,0
23529,Fentress,1,0
23530,Franklin,5,0
23531,Gibson,6,0
23532,Giles,3,0
23533,Greene,12,0
23534,Grundy,4,0
23535,Hamblen,2,0
23536,Hamilton,48,0
23537,Hardeman,1,0
23538,Hardin,1,0
23539,Hawkins,4,0
23540,Haywood,2,0
23541,Henry,1,0
23542,Houston,1,0
23543,Humphreys,2,0
23544,Jefferson,6,0
23545,Johnson,2,0
23546,Knox,66,1
23547,Lawrence,2,0
23548,Lewis,2,0
23549,Lincoln,1,0
23550,Loudon,8,0
23551,Macon,4,0
23552,Madison,5,0
23553,Marion,6,0
23554,Marshall,1,0
23555,Maury,15,0
23556,McMinn,3,0
23557,McNairy,1,0
23558,Meigs,1,0
23559,Monroe,5,0
23560,Montgomery,19,0
23561,Morgan,1,0
23562,Obion,1,0
23563,Overton,2,0
23564,Perry,2,0
23565,Putnam,24,0
23566,Roane,2,0
23567,Robertson,27,0
23568,Rutherford,57,0
23569,Scott,2,0
23570,Sevier,7,0
23571,Shelby,396,1
23572,Smith,1,0
23573,Sullivan,11,0
23574,Sumner,164,0
23575,Tipton,16,0
23576,Trousdale,3,0
23577,Unicoi,1,0
23578,Union,1,0
23579,Unknown,109,9
23580,Warren,1,0
23581,Washington,14,0
23582,Wayne,1,0
23583,Weakley,1,0
23584,White,1,0
23585,Williamson,111,0
23586,Wilson,32,0
23587,Andrews,1,0
23588,Angelina,4,0
23589,Aransas,2,0
23590,Atascosa,2,0
23591,Austin,2,0
23592,Bastrop,6,0
23593,Bell,36,1
23594,Bexar,207,9
23595,Blanco,1,0
23596,Bowie,9,0
23597,Brazoria,95,1
23598,Brazos,46,2
23599,Brown,3,0
23600,Burleson,1,0
23601,Burnet,2,0
23602,Caldwell,1,0
23603,Calhoun,3,0
23604,Cameron,26,0
23605,Cass,2,0
23606,Castro,8,0
23607,Chambers,8,0
23608,Cherokee,2,0
23609,Collin,160,1
23610,Comal,11,2
23611,Cooke,1,0
23612,Coryell,1,0
23613,Crane,1,0
23614,Dallas,631,13
23615,Dawson,3,0
23616,DeWitt,3,0
23617,Deaf Smith,2,0
23618,Denton,206,4
23619,Eastland,3,0
23620,Ector,7,0
23621,El Paso,50,0
23622,Ellis,16,1
23623,Erath,1,0
23624,Falls,1,0
23625,Fannin,1,0
23626,Fayette,2,0
23627,Fort Bend,138,2
23628,Franklin,1,0
23629,Gaines,1,0
23630,Galveston,106,0
23631,Grayson,7,0
23632,Gregg,5,0
23633,Grimes,3,0
23634,Guadalupe,15,0
23635,Hale,1,0
23636,Hall,1,0
23637,Hardin,12,1
23638,Harris,680,6
23639,Harrison,1,0
23640,Hays,24,0
23641,Henderson,1,0
23642,Hidalgo,38,0
23643,Hill,1,0
23644,Hockley,7,0
23645,Hood,6,0
23646,Hopkins,3,0
23647,Hunt,4,0
23648,Jackson,1,0
23649,Jefferson,18,0
23650,Johnson,8,0
23651,Karnes,2,0
23652,Kaufman,3,0
23653,Kendall,7,0
23654,Kleberg,1,0
23655,Lamar,3,0
23656,Lamb,1,0
23657,Lavaca,1,0
23658,Leon,1,0
23659,Liberty,2,0
23660,Limestone,2,0
23661,Llano,3,0
23662,Lubbock,77,1
23663,Lynn,2,0
23664,Martin,1,0
23665,Matagorda,27,2
23666,Maverick,1,0
23667,McLennan,39,1
23668,Medina,3,0
23669,Midland,13,1
23670,Milam,2,0
23671,Montague,1,0
23672,Montgomery,81,0
23673,Moore,1,0
23674,Morris,1,0
23675,Nacogdoches,2,0
23676,Navarro,3,0
23677,Nueces,31,0
23678,Oldham,2,1
23679,Orange,5,0
23680,Parker,4,0
23681,Polk,4,0
23682,Potter,5,0
23683,Randall,6,0
23684,Robertson,2,0
23685,Rockwall,5,0
23686,Rusk,3,0
23687,San Jacinto,1,0
23688,San Patricio,1,0
23689,Shelby,2,0
23690,Smith,32,1
23691,Starr,2,0
23692,Swisher,1,0
23693,Tarrant,175,1
23694,Taylor,11,0
23695,Terry,4,0
23696,Tom Green,6,0
23697,Travis,206,2
23698,Upshur,2,0
23699,Uvalde,2,0
23700,Val Verde,5,0
23701,Van Zandt,2,1
23702,Victoria,9,0
23703,Walker,3,0
23704,Waller,3,0
23705,Washington,8,0
23706,Webb,37,2
23707,Wharton,6,0
23708,Wichita,30,0
23709,Willacy,2,0
23710,Williamson,42,1
23711,Wilson,3,0
23712,Wise,1,0
23713,Yoakum,1,0
23714,Young,1,0
23715,Box Elder,7,0
23716,Cache,7,0
23717,Davis,84,1
23718,Garfield,1,0
23719,Iron,6,0
23720,Morgan,3,0
23721,Salt Lake,396,0
23722,San Juan,4,0
23723,Summit,172,0
23724,Tooele,12,0
23725,Uintah,1,0
23726,Unknown,19,3
23727,Utah,70,0
23728,Wasatch,50,0
23729,Washington,14,0
23730,Weber,41,1
23731,Addison,23,0
23732,Bennington,18,0
23733,Caledonia,2,0
23734,Chittenden,152,6
23735,Franklin,13,0
23736,Lamoille,13,0
23737,Orange,4,0
23738,Orleans,7,0
23739,Rutland,6,0
23740,Unknown,23,6
23741,Washington,15,0
23742,Windham,11,0
23743,Windsor,18,1
23744,Unknown,30,0
23745,Accomack,7,0
23746,Albemarle,21,0
23747,Alexandria city,30,0
23748,Alleghany,1,0
23749,Amelia,2,0
23750,Amherst,3,0
23751,Arlington,104,2
23752,Bedford,2,0
23753,Botetourt,5,0
23754,Bristol city,1,0
23755,Brunswick,1,0
23756,Buckingham,2,0
23757,Campbell,1,0
23758,Carroll,1,0
23759,Charles City,1,0
23760,Charlottesville city,14,0
23761,Chesapeake city,23,0
23762,Chesterfield,43,0
23763,Clarke,1,0
23764,Culpeper,3,0
23765,Danville city,4,0
23766,Fairfax,244,2
23767,Fairfax city,1,0
23768,Fauquier,7,0
23769,Fluvanna,3,0
23770,Franklin,5,0
23771,Franklin city,1,0
23772,Frederick,12,0
23773,Fredericksburg city,1,0
23774,Galax city,1,0
23775,Gloucester,7,0
23776,Goochland,7,0
23777,Greene,1,0
23778,Greensville,3,0
23779,Halifax,1,0
23780,Hampton city,13,0
23781,Hanover,6,0
23782,Harrisonburg city,6,0
23783,Henrico,62,3
23784,Henry,1,0
23785,Hopewell city,4,0
23786,Isle of Wight,4,0
23787,James City,89,3
23788,King George,3,0
23789,King William,1,0
23790,King and Queen,1,0
23791,Lancaster,1,0
23792,Lee,2,0
23793,Loudoun,87,0
23794,Louisa,9,0
23795,Lynchburg city,5,0
23796,Madison,3,0
23797,Manassas Park city,1,0
23798,Manassas city,8,0
23799,Mathews,2,0
23800,Mecklenburg,4,0
23801,Montgomery,1,0
23802,Nelson,2,0
23803,New Kent,1,0
23804,Newport News city,23,1
23805,Norfolk city,27,0
23806,Northampton,1,0
23807,Northumberland,3,0
23808,Nottoway,1,0
23809,Orange,2,0
23810,Page,1,0
23811,Petersburg city,2,0
23812,Pittsylvania,1,0
23813,Poquoson city,2,0
23814,Portsmouth city,12,0
23815,Powhatan,4,0
23816,Prince Edward,2,0
23817,Prince George,7,0
23818,Prince William,94,0
23819,Radford city,1,0
23820,Richmond city,26,0
23821,Roanoke,3,0
23822,Roanoke city,6,0
23823,Rockbridge,2,0
23824,Rockingham,5,0
23825,Shenandoah,7,0
23826,Smyth,1,0
23827,Southampton,1,0
23828,Spotsylvania,7,0
23829,Stafford,24,0
23830,Suffolk city,4,0
23831,Surry,1,0
23832,Tazewell,2,0
23833,Virginia Beach city,65,0
23834,Warren,3,0
23835,Washington,2,0
23836,Waynesboro city,2,0
23837,Williamsburg city,8,1
23838,Winchester city,3,0
23839,Wythe,1,0
23840,York,14,0
23841,Adams,7,0
23842,Benton,101,6
23843,Chelan,15,2
23844,Clallam,6,0
23845,Clark,116,6
23846,Columbia,1,0
23847,Cowlitz,13,0
23848,Douglas,5,0
23849,Ferry,1,0
23850,Franklin,33,0
23851,Grant,62,0
23852,Grays Harbor,1,0
23853,Island,106,3
23854,Jefferson,14,0
23855,King,2332,152
23856,Kitsap,63,1
23857,Kittitas,8,0
23858,Klickitat,7,1
23859,Lewis,10,0
23860,Lincoln,1,0
23861,Mason,2,0
23862,Okanogan,3,0
23863,Pierce,352,6
23864,San Juan,4,0
23865,Skagit,101,3
23866,Skamania,1,0
23867,Snohomish,1228,32
23868,Spokane,140,4
23869,Stevens,4,0
23870,Thurston,48,0
23871,Walla Walla,7,0
23872,Whatcom,116,7
23873,Whitman,6,0
23874,Yakima,147,3
23875,Berkeley,16,0
23876,Cabell,1,0
23877,Greenbrier,3,0
23878,Hancock,3,0
23879,Hardy,1,0
23880,Harrison,11,0
23881,Jackson,9,0
23882,Jefferson,8,0
23883,Kanawha,31,0
23884,Logan,2,0
23885,Marion,5,1
23886,Marshall,4,0
23887,Mason,3,0
23888,Mercer,2,0
23889,Monongalia,31,0
23890,Morgan,1,0
23891,Ohio,10,0
23892,Pleasants,1,0
23893,Preston,3,0
23894,Putnam,4,0
23895,Raleigh,3,0
23896,Randolph,1,0
23897,Roane,2,0
23898,Tucker,2,0
23899,Upshur,1,0
23900,Wetzel,1,0
23901,Wirt,1,0
23902,Wood,2,0
23903,Ashland,1,0
23904,Bayfield,2,0
23905,Brown,9,0
23906,Buffalo,1,0
23907,Calumet,1,0
23908,Chippewa,8,0
23909,Clark,3,0
23910,Columbia,9,0
23911,Dane,194,2
23912,Dodge,10,0
23913,Door,1,0
23914,Douglas,6,0
23915,Dunn,3,0
23916,Eau Claire,11,0
23917,Fond du Lac,22,2
23918,Grant,2,0
23919,Green,6,0
23920,Iowa,3,0
23921,Iron,1,1
23922,Jackson,2,0
23923,Jefferson,11,0
23924,Juneau,3,0
23925,Kenosha,37,0
23926,La Crosse,19,0
23927,Marathon,3,0
23928,Marinette,1,0
23929,Marquette,2,0
23930,Milwaukee,674,11
23931,Monroe,2,0
23932,Oconto,1,0
23933,Oneida,3,0
23934,Outagamie,12,0
23935,Ozaukee,43,5
23936,Pierce,7,0
23937,Portage,1,0
23938,Racine,26,0
23939,Richland,2,0
23940,Rock,16,0
23941,Sauk,13,1
23942,Sheboygan,11,0
23943,St. Croix,5,0
23944,Vilas,3,0
23945,Walworth,6,0
23946,Washington,40,1
23947,Waukesha,101,1
23948,Waupaca,1,1
23949,Winnebago,11,0
23950,Wood,2,0
23951,Albany,3,0
23952,Campbell,3,0
23953,Carbon,3,0
23954,Converse,1,0
23955,Fremont,25,0
23956,Goshen,1,0
23957,Hot Springs,1,0
23958,Johnson,7,0
23959,Laramie,27,0
23960,Natrona,12,0
23961,Park,1,0
23962,Sheridan,10,0
23963,Sublette,1,0
23964,Sweetwater,2,0
23965,Teton,23,0
23966,Washakie,1,0
23967,Autauga,10,0
23968,Baldwin,23,1
23969,Bibb,3,0
23970,Blount,5,0
23971,Bullock,3,0
23972,Butler,1,0
23973,Calhoun,11,0
23974,Chambers,45,4
23975,Cherokee,2,0
23976,Chilton,13,0
23977,Choctaw,4,0
23978,Clarke,2,0
23979,Clay,3,0
23980,Cleburne,6,0
23981,Colbert,4,0
23982,Conecuh,1,0
23983,Coosa,4,0
23984,Covington,3,0
23985,Crenshaw,1,0
23986,Cullman,9,1
23987,Dale,1,0
23988,Dallas,3,0
23989,DeKalb,6,0
23990,Elmore,15,0
23991,Escambia,1,0
23992,Etowah,10,1
23993,Fayette,1,0
23994,Franklin,3,0
23995,Greene,4,0
23996,Hale,1,0
23997,Houston,9,1
23998,Jackson,8,1
23999,Jefferson,305,4
24000,Lamar,1,0
24001,Lauderdale,12,1
24002,Lawrence,3,0
24003,Lee,83,2
24004,Limestone,23,0
24005,Lowndes,1,0
24006,Macon,2,0
24007,Madison,107,1
24008,Marengo,5,0
24009,Marion,11,2
24010,Marshall,6,0
24011,Mobile,57,3
24012,Monroe,3,0
24013,Montgomery,35,1
24014,Morgan,20,0
24015,Pickens,4,0
24016,Pike,7,0
24017,Randolph,5,0
24018,Russell,2,0
24019,Shelby,89,3
24020,St. Clair,17,0
24021,Sumter,3,0
24022,Talladega,8,0
24023,Tallapoosa,14,1
24024,Tuscaloosa,30,0
24025,Walker,32,0
24026,Washington,3,1
24027,Wilcox,3,0
24028,Winston,2,0
24029,Anchorage,67,2
24030,Fairbanks North Star Borough,40,0
24031,Juneau City and Borough,10,0
24032,Kenai Peninsula Borough,8,0
24033,Ketchikan Gateway Borough,14,0
24034,Matanuska-Susitna Borough,4,0
24035,Apache,17,0
24036,Cochise,4,0
24037,Coconino,85,3
24038,Gila,1,0
24039,Graham,2,0
24040,Greenlee,1,0
24041,La Paz,2,0
24042,Maricopa,871,8
24043,Mohave,7,0
24044,Navajo,102,0
24045,Pima,217,10
24046,Pinal,65,0
24047,Santa Cruz,3,0
24048,Yavapai,24,0
24049,Yuma,12,0
24050,Arkansas,2,0
24051,Ashley,2,0
24052,Baxter,3,0
24053,Benton,40,0
24054,Boone,3,0
24055,Bradley,4,0
24056,Carroll,1,0
24057,Chicot,2,0
24058,Clark,26,0
24059,Cleburne,63,3
24060,Cleveland,5,0
24061,Columbia,2,0
24062,Conway,3,1
24063,Craighead,13,0
24064,Crawford,3,0
24065,Crittenden,31,0
24066,Cross,2,0
24067,Desha,2,0
24068,Drew,3,0
24069,Faulkner,36,0
24070,Garland,33,0
24071,Grant,3,0
24072,Greene,4,0
24073,Hempstead,1,0
24074,Hot Spring,4,0
24075,Howard,4,0
24076,Independence,4,0
24077,Jefferson,49,0
24078,Johnson,6,0
24079,Lawrence,2,0
24080,Lee,1,0
24081,Lincoln,6,0
24082,Lonoke,6,0
24083,Miller,7,0
24084,Nevada,1,0
24085,Newton,1,0
24086,Perry,2,0
24087,Pike,2,0
24088,Poinsett,5,0
24089,Polk,5,0
24090,Pope,6,0
24091,Pulaski,113,4
24092,Randolph,3,0
24093,Saline,14,0
24094,Scott,1,0
24095,Searcy,4,0
24096,Sebastian,8,0
24097,Sevier,3,0
24098,St. Francis,2,0
24099,Stone,5,0
24100,Union,9,0
24101,Unknown,61,5
24102,Van Buren,20,1
24103,Washington,22,0
24104,White,15,0
24105,Woodruff,1,0
24106,Alameda,380,8
24107,Alpine,1,0
24108,Amador,2,0
24109,Butte,8,0
24110,Calaveras,3,0
24111,Colusa,1,0
24112,Contra Costa,250,3
24113,El Dorado,18,0
24114,Fresno,82,0
24115,Glenn,2,0
24116,Humboldt,27,0
24117,Imperial,43,0
24118,Inyo,9,0
24119,Kern,110,1
24120,Kings,4,0
24121,Los Angeles,3518,65
24122,Madera,23,1
24123,Marin,108,4
24124,Mendocino,4,0
24125,Merced,10,0
24126,Mono,13,1
24127,Monterey,42,2
24128,Napa,19,1
24129,Nevada,26,0
24130,Orange,606,10
24131,Placer,78,2
24132,Plumas,1,0
24133,Riverside,371,13
24134,Sacramento,314,9
24135,San Benito,23,1
24136,San Bernardino,254,6
24137,San Diego,849,15
24138,San Francisco,437,7
24139,San Joaquin,161,8
24140,San Luis Obispo,83,0
24141,San Mateo,388,10
24142,Santa Barbara,111,0
24143,Santa Clara,956,33
24144,Santa Cruz,54,1
24145,Shasta,7,1
24146,Siskiyou,3,0
24147,Solano,54,0
24148,Sonoma,91,1
24149,Stanislaus,44,0
