,county,cases,deaths
14695,Evangeline,4,0
14696,Grant,1,0
14697,Iberia,4,0
14698,Iberville,20,1
14699,Jackson,3,0
14700,Jefferson,548,24
14701,Jefferson Davis,1,0
14702,LaSalle,1,0
14703,Lafayette,44,0
14704,Lafourche,30,2
14705,Lincoln,7,0
14706,Livingston,11,0
14707,Madison,1,0
14708,Morehouse,2,0
14709,Natchitoches,2,0
14710,Orleans,1170,57
14711,Ouachita,25,1
14712,Plaquemines,16,2
14713,Pointe Coupee,1,0
14714,Rapides,26,1
14715,Richland,2,0
14716,St. Bernard,31,1
14717,St. Charles,23,2
14718,St. James,40,3
14719,St. John the Baptist,41,3
14720,St. Landry,10,0
14721,St. Martin,10,3
14722,St. Mary,6,0
14723,St. Tammany,111,2
14724,Tangipahoa,7,0
14725,Terrebonne,23,1
14726,Union,4,0
14727,Unknown,16,1
14728,Vermilion,2,0
14729,Vernon,2,0
14730,Washington,8,1
14731,Webster,9,1
14732,West Baton Rouge,11,1
14733,West Feliciana,1,0
14734,Winn,1,0
14735,Androscoggin,6,0
14736,Cumberland,92,1
14737,Franklin,1,0
14738,Kennebec,6,0
14739,Knox,2,0
14740,Lincoln,5,0
14741,Oxford,8,0
14742,Penobscot,6,0
14743,Sagadahoc,4,0
14744,Unknown,5,0
14745,Waldo,2,0
14746,York,33,0
14747,Anne Arundel,63,1
14748,Baltimore,103,1
14749,Baltimore city,103,0
14750,Calvert,9,0
14751,Caroline,1,0
14752,Carroll,9,0
14753,Cecil,9,0
14754,Charles,17,0
14755,Frederick,15,0
14756,Garrett,3,0
14757,Harford,18,0
14758,Howard,62,0
14759,Kent,2,0
14760,Montgomery,208,1
14761,Prince George's,148,2
14762,Queen Anne's,1,0
14763,Somerset,1,0
14764,St. Mary's,4,0
14765,Talbot,1,0
14766,Washington,5,0
14767,Wicomico,6,0
14768,Worcester,2,0
14769,Barnstable,100,2
14770,Berkshire,105,4
14771,Bristol,129,1
14772,Dukes,1,0
14773,Essex,350,2
14774,Franklin,24,2
14775,Hampden,90,2
14776,Hampshire,20,0
14777,Middlesex,685,6
14778,Nantucket,2,0
14779,Norfolk,393,6
14780,Plymouth,187,0
14781,Suffolk,631,3
14782,Unknown,304,4
14783,Worcester,219,3
14784,Allegan,1,0
14785,Barry,1,0
14786,Bay,4,0
14787,Berrien,18,0
14788,Calhoun,9,0
14789,Cass,1,0
14790,Charlevoix,4,0
14791,Chippewa,1,0
14792,Clare,1,0
14793,Clinton,8,0
14794,Crawford,1,0
14795,Dickinson,1,0
14796,Eaton,8,0
14797,Emmet,3,0
14798,Genesee,91,4
14799,Gladwin,2,0
14800,Gogebic,1,1
14801,Grand Traverse,3,0
14802,Gratiot,1,0
14803,Hillsdale,6,0
14804,Huron,1,0
14805,Ingham,26,1
14806,Ionia,2,0
14807,Iosco,1,0
14808,Isabella,4,0
14809,Jackson,17,0
14810,Kalamazoo,11,0
14811,Kalkaska,4,0
14812,Kent,45,1
14813,Lapeer,4,0
14814,Leelanau,1,0
14815,Lenawee,8,0
14816,Livingston,31,1
14817,Luce,1,0
14818,Macomb,404,14
14819,Manistee,1,0
14820,Marquette,1,0
14821,Mecosta,1,1
14822,Midland,8,0
14823,Missaukee,1,1
14824,Monroe,28,0
14825,Montcalm,3,0
14826,Muskegon,6,2
14827,Newaygo,1,0
14828,Oakland,824,26
14829,Oceana,1,0
14830,Ogemaw,1,0
14831,Otsego,7,0
14832,Ottawa,21,0
14833,Roscommon,1,0
14834,Saginaw,14,0
14835,Sanilac,2,0
14836,Shiawassee,2,0
14837,St. Clair,15,0
14838,Tuscola,2,1
14839,Unknown,23,0
14840,Van Buren,3,0
14841,Washtenaw,150,3
14842,Wayne,1810,37
14843,Wexford,1,0
14844,Anoka,10,0
14845,Beltrami,1,0
14846,Benton,1,0
14847,Big Stone,1,0
14848,Blue Earth,7,0
14849,Carver,8,0
14850,Cass,1,0
14851,Chisago,2,0
14852,Clay,4,0
14853,Dakota,28,0
14854,Dodge,5,0
14855,Faribault,1,0
14856,Fillmore,3,0
14857,Goodhue,2,0
14858,Hennepin,141,1
14859,Jackson,1,0
14860,Kandiyohi,1,0
14861,Lac qui Parle,1,0
14862,Le Sueur,10,0
14863,Lincoln,1,0
14864,Mahnomen,1,0
14865,Martin,18,1
14866,Mower,10,0
14867,Nicollet,3,0
14868,Olmsted,34,0
14869,Ramsey,34,1
14870,Renville,1,0
14871,Rice,2,0
14872,Scott,7,0
14873,Sherburne,3,0
14874,Sibley,1,0
14875,St. Louis,5,0
14876,Stearns,5,0
14877,Steele,5,0
14878,Unknown,1,1
14879,Wabasha,4,0
14880,Waseca,3,0
14881,Washington,22,0
14882,Wilkin,1,0
14883,Winona,4,0
14884,Wright,5,0
14885,Adams,2,0
14886,Attala,8,0
14887,Benton,2,0
14888,Bolivar,9,0
14889,Calhoun,3,0
14890,Chickasaw,9,0
14891,Choctaw,4,0
14892,Clay,2,0
14893,Coahoma,18,0
14894,Copiah,8,0
14895,DeSoto,63,0
14896,Forrest,16,0
14897,Franklin,3,0
14898,George,1,0
14899,Grenada,2,0
14900,Hancock,9,1
14901,Harrison,34,1
14902,Hinds,50,0
14903,Holmes,10,1
14904,Humphreys,1,0
14905,Itawamba,3,0
14906,Jackson,24,0
14907,Jefferson,1,0
14908,Jones,1,0
14909,Kemper,1,0
14910,Lafayette,11,0
14911,Lamar,4,0
14912,Lauderdale,10,0
14913,Lawrence,5,0
14914,Leake,4,0
14915,Lee,15,0
14916,Leflore,13,0
14917,Lincoln,6,0
14918,Lowndes,9,0
14919,Madison,25,0
14920,Marion,1,0
14921,Marshall,9,0
14922,Monroe,3,0
14923,Montgomery,4,0
14924,Neshoba,1,0
14925,Newton,1,0
14926,Noxubee,1,0
14927,Oktibbeha,12,0
14928,Panola,4,0
14929,Pearl River,18,0
14930,Perry,2,0
14931,Pike,12,0
14932,Pontotoc,4,0
14933,Prentiss,1,0
14934,Quitman,3,0
14935,Rankin,29,1
14936,Scott,6,0
14937,Sharkey,1,0
14938,Simpson,1,0
14939,Smith,1,0
14940,Sunflower,5,0
14941,Tallahatchie,2,0
14942,Tate,8,0
14943,Tippah,15,1
14944,Tunica,6,1
14945,Union,3,0
14946,Unknown,6,0
14947,Walthall,4,0
14948,Washington,11,0
14949,Webster,3,1
14950,Wilkinson,9,1
14951,Winston,3,0
14952,Yalobusha,3,0
14953,Yazoo,4,0
14954,Adair,2,0
14955,Atchison,1,0
14956,Barry,1,0
14957,Bates,1,0
14958,Benton,1,0
14959,Bollinger,1,0
14960,Boone,37,1
14961,Buchanan,2,0
14962,Callaway,3,0
14963,Camden,1,0
14964,Cape Girardeau,6,0
14965,Carter,1,0
14966,Cass,8,0
14967,Chariton,1,0
14968,Christian,3,0
14969,Clay,9,0
14970,Clinton,1,0
14971,Cole,10,0
14972,Cooper,1,0
14973,Dunklin,3,0
14974,Franklin,4,0
14975,Greene,31,3
14976,Henry,1,0
14977,Jackson,41,1
14978,Jasper,2,0
14979,Jefferson,15,0
14980,Johnson,8,0
14981,Kansas City,78,0
14982,Lafayette,4,0
14983,Lincoln,2,0
14984,McDonald,1,0
14985,Moniteau,2,0
14986,Montgomery,3,0
14987,Newton,3,0
14988,Pemiscot,1,0
14989,Perry,6,0
14990,Pettis,1,0
14991,Platte,5,0
14992,Pulaski,4,0
14993,Ralls,1,0
14994,Randolph,1,0
14995,Ray,1,0
14996,Scott,1,0
14997,Shelby,1,0
14998,St. Charles,32,1
14999,St. Francois,4,0
15000,St. Louis,247,2
15001,St. Louis city,72,1
15002,Stoddard,1,0
15003,Taney,1,0
15004,Texas,1,0
15005,Unknown,4,0
15006,Wright,1,0
15007,Broadwater,2,0
15008,Cascade,7,0
15009,Flathead,6,0
15010,Gallatin,42,0
15011,Hill,1,0
15012,Jefferson,2,0
15013,Lake,1,0
15014,Lewis and Clark,7,0
15015,Lincoln,3,1
15016,Madison,3,0
15017,Meagher,1,0
15018,Missoula,8,0
15019,Park,1,0
15020,Ravalli,1,0
15021,Roosevelt,1,0
15022,Silver Bow,7,0
15023,Toole,5,0
15024,Yellowstone,23,0
15025,Adams,2,0
15026,Buffalo,4,0
15027,Cass,2,0
15028,Dawson,1,0
15029,Dodge,1,0
15030,Douglas,60,1
15031,Hall,2,1
15032,Hamilton,1,0
15033,Kearney,1,0
15034,Knox,2,0
15035,Lancaster,4,0
15036,Lincoln,3,0
15037,Madison,1,0
15038,Nemaha,1,0
15039,Sarpy,11,0
15040,Saunders,2,0
15041,Washington,5,0
15042,Carson City,4,0
15043,Clark,443,10
15044,Douglas,4,0
15045,Elko,2,0
15046,Lyon,1,0
15047,Nye,1,0
15048,Unknown,91,0
15049,Washoe,75,0
15050,Belknap,9,0
15051,Carroll,8,0
15052,Cheshire,2,0
15053,Grafton,26,0
15054,Hillsborough,43,2
15055,Merrimack,11,0
15056,Rockingham,75,0
15057,Strafford,11,0
15058,Sullivan,2,0
15059,Atlantic,14,0
15060,Bergen,1505,28
15061,Burlington,88,3
15062,Camden,95,1
15063,Cape May,7,0
15064,Cumberland,9,1
15065,Essex,826,18
15066,Gloucester,40,1
15067,Hudson,594,4
15068,Hunterdon,52,0
15069,Mercer,131,0
15070,Middlesex,640,9
15071,Monmouth,634,10
15072,Morris,391,9
15073,Ocean,484,8
15074,Passaic,484,5
15075,Salem,3,0
15076,Somerset,222,7
15077,Sussex,65,0
15078,Union,519,3
15079,Unknown,1984,7
15080,Warren,38,1
15081,Bernalillo,82,0
15082,Chaves,4,0
15083,Cibola,2,0
15084,Curry,1,0
15085,Doña Ana,16,0
15086,Eddy,2,1
15087,Lea,2,0
15088,McKinley,5,0
15089,Rio Arriba,3,0
15090,Roosevelt,1,0
15091,San Juan,17,0
15092,San Miguel,1,0
15093,Sandoval,15,0
15094,Santa Fe,29,0
15095,Socorro,2,0
15096,Taos,8,0
15097,Valencia,1,0
15098,Albany,187,0
15099,Allegany,2,0
15100,Broome,18,3
15101,Cayuga,2,0
15102,Chautauqua,1,0
15103,Chemung,11,0
15104,Chenango,4,0
15105,Clinton,11,0
15106,Columbia,20,0
15107,Cortland,4,0
15108,Delaware,8,0
15109,Dutchess,225,2
15110,Erie,219,6
15111,Essex,4,0
15112,Franklin,2,0
15113,Fulton,1,0
15114,Genesee,6,0
15115,Greene,6,0
15116,Hamilton,2,0
15117,Herkimer,9,0
15118,Jefferson,3,0
15119,Livingston,3,0
15120,Madison,17,0
15121,Monroe,160,4
15122,Montgomery,5,0
15123,Nassau,4657,27
15124,New York City,25399,450
15125,Niagara,23,0
15126,Oneida,13,0
15127,Onondaga,115,0
15128,Ontario,14,0
15129,Orange,910,3
15130,Orleans,3,0
15131,Oswego,4,0
15132,Otsego,5,0
15133,Putnam,111,0
15134,Rensselaer,35,0
15135,Rockland,1457,8
15136,Saratoga,82,0
15137,Schenectady,66,0
15138,Schoharie,3,0
15139,St. Lawrence,3,0
15140,Steuben,12,0
15141,Suffolk,3385,22
15142,Sullivan,64,0
15143,Tioga,2,0
15144,Tompkins,26,0
15145,Ulster,98,0
15146,Warren,8,0
15147,Washington,6,0
15148,Wayne,11,0
15149,Westchester,7187,10
15150,Wyoming,7,0
15151,Alamance,5,0
15152,Beaufort,3,0
15153,Bertie,3,0
15154,Brunswick,11,0
15155,Buncombe,15,0
15156,Burke,2,0
15157,Cabarrus,21,1
15158,Caldwell,3,0
15159,Carteret,5,0
15160,Catawba,7,0
15161,Chatham,11,0
15162,Cherokee,4,0
15163,Cleveland,2,0
15164,Craven,3,0
15165,Cumberland,8,0
15166,Davidson,4,0
15167,Davie,2,0
15168,Duplin,1,0
15169,Durham,83,0
15170,Forsyth,17,0
15171,Franklin,5,0
15172,Gaston,9,0
15173,Granville,3,0
15174,Greene,3,0
15175,Guilford,31,0
15176,Harnett,11,1
15177,Henderson,6,0
15178,Hertford,2,0
15179,Hoke,2,0
15180,Iredell,15,0
15181,Johnston,9,1
15182,Lee,2,0
15183,Lenoir,3,0
15184,Lincoln,1,0
15185,McDowell,3,0
15186,Mecklenburg,218,0
15187,Montgomery,3,0
15188,Moore,2,0
15189,Nash,2,0
15190,New Hanover,13,0
15191,Northampton,3,0
15192,Onslow,4,0
15193,Orange,24,0
15194,Pasquotank,1,0
15195,Person,1,0
15196,Pitt,10,0
15197,Randolph,5,0
15198,Richmond,1,0
15199,Robeson,2,0
15200,Rowan,10,0
15201,Sampson,1,0
15202,Scotland,1,0
15203,Stanly,2,0
15204,Surry,1,0
15205,Transylvania,2,0
15206,Union,27,0
15207,Vance,2,0
15208,Wake,121,0
15209,Watauga,4,0
15210,Wayne,3,0
15211,Wilson,7,0
15212,Burleigh,25,0
15213,Cass,11,1
15214,Dunn,1,0
15215,Foster,1,0
15216,McHenry,1,0
15217,McIntosh,1,0
15218,Morton,11,0
15219,Pierce,2,0
15220,Ramsey,3,0
15221,Stark,7,0
15222,Walsh,1,0
15223,Ward,4,0
15224,Ashland,3,0
15225,Ashtabula,5,0
15226,Athens,1,0
15227,Belmont,6,0
15228,Butler,23,0
15229,Carroll,3,0
15230,Champaign,2,0
15231,Clark,2,0
15232,Clermont,6,0
15233,Clinton,2,0
15234,Columbiana,7,1
15235,Coshocton,4,0
15236,Crawford,1,0
15237,Cuyahoga,330,2
15238,Darke,1,0
15239,Defiance,5,0
15240,Delaware,22,0
15241,Erie,3,1
15242,Fairfield,8,0
15243,Fayette,1,0
15244,Franklin,152,2
15245,Fulton,2,0
15246,Gallia,1,1
15247,Geauga,10,0
15248,Greene,3,0
15249,Hamilton,63,0
15250,Hancock,2,0
15251,Highland,1,0
15252,Huron,3,0
15253,Jefferson,1,0
15254,Knox,2,0
15255,Lake,27,1
15256,Lawrence,1,0
15257,Licking,10,0
15258,Logan,2,0
15259,Lorain,56,0
15260,Lucas,50,2
15261,Madison,4,0
15262,Mahoning,68,2
15263,Marion,5,0
15264,Medina,32,0
15265,Mercer,2,0
15266,Miami,32,4
15267,Montgomery,19,0
15268,Muskingum,2,0
15269,Pickaway,2,0
15270,Portage,13,0
15271,Richland,4,0
15272,Sandusky,1,0
15273,Seneca,2,0
15274,Shelby,1,0
15275,Stark,22,2
15276,Summit,65,3
15277,Trumbull,17,1
15278,Tuscarawas,3,0
15279,Union,3,0
15280,Warren,11,0
15281,Washington,2,0
15282,Wayne,3,0
15283,Wood,9,0
15284,Wyandot,1,0
15285,Adair,3,0
15286,Bryan,1,0
15287,Caddo,1,0
15288,Canadian,11,0
15289,Carter,1,0
15290,Cherokee,1,0
15291,Choctaw,1,0
15292,Cleveland,39,3
15293,Comanche,6,0
15294,Craig,1,0
15295,Creek,14,1
15296,Custer,3,0
15297,Delaware,2,0
15298,Garvin,2,0
15299,Grady,2,0
15300,Jackson,1,0
15301,Kay,17,0
15302,Latimer,1,0
15303,Lincoln,3,0
15304,Logan,3,0
15305,Mayes,2,0
15306,McClain,2,0
15307,Muskogee,5,0
15308,Noble,3,0
15309,Oklahoma,94,2
15310,Okmulgee,2,0
15311,Osage,5,0
15312,Ottawa,1,0
15313,Pawnee,14,1
15314,Payne,7,0
15315,Pittsburg,2,0
15316,Pontotoc,2,0
15317,Pottawatomie,2,0
15318,Sequoyah,1,0
15319,Stephens,1,0
15320,Tulsa,49,1
15321,Wagoner,8,0
15322,Washington,9,0
15323,Benton,6,0
15324,Clackamas,31,2
15325,Clatsop,2,0
15326,Columbia,1,0
15327,Deschutes,18,0
15328,Douglas,4,0
15329,Grant,1,0
15330,Hood River,1,0
15331,Jackson,6,0
15332,Josephine,4,0
15333,Klamath,2,0
15334,Lane,9,1
15335,Lincoln,1,0
15336,Linn,28,1
15337,Marion,83,3
15338,Morrow,1,0
15339,Multnomah,67,2
15340,Polk,10,0
15341,Tillamook,1,0
15342,Umatilla,3,0
15343,Union,1,0
15344,Wasco,2,0
15345,Washington,122,3
15346,Yamhill,11,0
15347,Adams,8,0
15348,Allegheny,158,2
15349,Armstrong,1,0
15350,Beaver,14,0
15351,Berks,65,0
15352,Blair,1,0
15353,Bradford,2,0
15354,Bucks,124,0
15355,Butler,26,1
15356,Cambria,1,0
15357,Carbon,2,0
15358,Centre,11,0
15359,Chester,107,0
15360,Clearfield,2,0
15361,Columbia,3,0
15362,Crawford,1,0
15363,Cumberland,16,0
15364,Dauphin,18,0
15365,Delaware,185,3
15366,Erie,7,0
15367,Fayette,9,0
15368,Franklin,5,0
15369,Greene,4,0
15370,Indiana,2,0
15371,Juniata,1,0
15372,Lackawanna,35,2
15373,Lancaster,33,0
15374,Lawrence,4,0
15375,Lebanon,12,0
15376,Lehigh,93,2
15377,Luzerne,55,2
15378,Lycoming,2,0
15379,Mercer,4,0
15380,Monroe,98,2
15381,Montgomery,374,4
15382,Montour,4,0
15383,Northampton,79,3
15384,Northumberland,1,0
15385,Philadelphia,530,2
15386,Pike,23,0
15387,Potter,1,0
15388,Schuylkill,13,0
15389,Somerset,2,0
15390,Susquehanna,1,0
15391,Union,1,0
15392,Warren,1,0
15393,Washington,14,0
15394,Wayne,6,0
15395,Westmoreland,30,0
15396,York,29,0
15397,Unknown,79,3
15398,Bristol,5,0
15399,Kent,7,0
15400,Newport,8,0
15401,Providence,42,0
15402,Unknown,132,0
15403,Washington,9,0
15404,Abbeville,4,0
15405,Aiken,6,0
15406,Anderson,21,0
15407,Beaufort,35,0
15408,Berkeley,10,0
15409,Calhoun,1,0
15410,Charleston,92,1
15411,Chester,1,0
15412,Chesterfield,4,0
15413,Clarendon,6,1
15414,Colleton,2,0
15415,Darlington,8,0
15416,Dillon,1,0
15417,Dorchester,9,0
15418,Edgefield,1,0
15419,Fairfield,4,0
15420,Florence,11,3
15421,Georgetown,3,0
15422,Greenville,51,1
15423,Greenwood,2,0
15424,Horry,24,1
15425,Jasper,3,0
15426,Kershaw,70,2
15427,Lancaster,8,0
15428,Lee,2,0
15429,Lexington,25,1
15430,Marion,1,0
15431,Marlboro,1,0
15432,Newberry,1,0
15433,Oconee,3,0
15434,Orangeburg,12,0
15435,Pickens,7,0
15436,Richland,65,1
15437,Saluda,1,0
15438,Spartanburg,16,0
15439,Sumter,10,2
15440,Union,1,0
15441,Williamsburg,1,0
15442,York,19,0
15443,Aurora,1,0
15444,Beadle,16,0
15445,Bon Homme,1,0
15446,Brookings,1,0
15447,Brown,2,0
15448,Charles Mix,1,0
15449,Codington,1,0
15450,Davison,2,1
15451,Faulk,1,0
15452,Hughes,1,0
15453,Lawrence,2,0
15454,Lincoln,2,0
15455,Lyman,1,0
15456,McCook,2,0
15457,Meade,1,0
15458,Minnehaha,18,0
15459,Pennington,3,0
15460,Todd,1,0
15461,Union,1,0
15462,Anderson,4,0
15463,Bedford,1,0
15464,Benton,2,0
15465,Blount,6,0
15466,Bradley,6,0
15467,Campbell,4,0
15468,Cannon,2,0
15469,Carroll,4,0
15470,Cheatham,7,0
15471,Chester,2,0
15472,Claiborne,2,0
15473,Cocke,1,0
15474,Cumberland,6,0
15475,Davidson,312,2
15476,DeKalb,3,0
15477,Dickson,9,0
15478,Dyer,3,0
15479,Fayette,3,0
15480,Franklin,3,0
15481,Gibson,2,0
15482,Greene,8,0
15483,Grundy,1,0
15484,Hamblen,2,0
15485,Hamilton,30,0
15486,Hardin,1,0
15487,Hawkins,2,0
15488,Houston,2,0
15489,Jefferson,5,0
15490,Knox,31,0
15491,Lewis,2,0
15492,Lincoln,1,0
15493,Loudon,6,0
15494,Macon,1,0
15495,Madison,3,0
15496,Marion,2,0
15497,Maury,7,0
15498,McMinn,3,0
15499,Meigs,1,0
15500,Monroe,3,0
15501,Montgomery,9,0
15502,Overton,1,0
15503,Perry,2,0
15504,Putnam,13,0
15505,Roane,1,0
15506,Robertson,22,0
15507,Rutherford,39,0
15508,Scott,2,0
15509,Sevier,6,0
15510,Shelby,223,0
15511,Smith,1,0
15512,Sullivan,6,0
15513,Sumner,58,0
15514,Tipton,10,0
15515,Unicoi,1,0
15516,Unknown,172,4
15517,Washington,10,0
15518,White,1,0
15519,Williamson,91,0
15520,Wilson,20,0
15521,Angelina,2,0
15522,Atascosa,2,0
15523,Austin,1,0
15524,Bastrop,2,0
15525,Bell,25,1
15526,Bexar,113,5
15527,Blanco,1,0
15528,Bowie,2,0
15529,Brazoria,39,0
15530,Brazos,31,0
15531,Brown,3,0
15532,Burnet,1,0
15533,Calhoun,2,0
15534,Cameron,13,0
15535,Cass,1,0
15536,Castro,7,0
15537,Chambers,2,0
15538,Cherokee,1,0
15539,Collin,118,1
15540,Comal,9,1
15541,Cooke,1,0
15542,Coryell,1,0
15543,Crane,1,0
15544,Dallas,367,7
15545,DeWitt,3,0
15546,Deaf Smith,2,0
15547,Denton,137,1
15548,Eastland,2,0
15549,El Paso,30,0
15550,Ellis,13,0
15551,Erath,1,0
15552,Falls,1,0
15553,Fannin,1,0
15554,Fayette,1,0
15555,Fort Bend,101,1
15556,Gaines,1,0
15557,Galveston,49,0
15558,Grayson,2,0
15559,Gregg,4,0
15560,Grimes,2,0
15561,Guadalupe,8,0
15562,Hale,1,0
15563,Hardin,4,0
15564,Harris,229,2
15565,Harrison,1,0
15566,Hays,13,0
15567,Hidalgo,18,0
15568,Hockley,5,0
15569,Hood,2,0
15570,Hopkins,1,0
15571,Hunt,1,0
15572,Jackson,1,0
15573,Jefferson,8,0
15574,Johnson,6,0
15575,Karnes,1,0
15576,Kaufman,2,0
15577,Kendall,4,0
15578,Lamar,1,0
15579,Lavaca,1,0
15580,Liberty,2,0
15581,Limestone,1,0
15582,Llano,2,0
15583,Lubbock,31,0
15584,Martin,1,0
15585,Matagorda,9,1
15586,Maverick,1,0
15587,McLennan,33,0
15588,Medina,3,0
15589,Midland,6,1
15590,Milam,2,0
15591,Montague,1,0
15592,Montgomery,46,0
15593,Morris,1,0
15594,Nacogdoches,1,0
15595,Navarro,1,0
15596,Nueces,18,0
15597,Oldham,1,1
15598,Orange,1,0
15599,Parker,2,0
15600,Potter,2,0
15601,Randall,3,0
15602,Robertson,1,0
15603,Rockwall,3,0
15604,Rusk,2,0
15605,San Patricio,1,0
15606,Shelby,1,0
15607,Smith,27,1
15608,Starr,2,0
15609,Tarrant,114,1
15610,Taylor,1,0
15611,Terry,1,0
15612,Tom Green,2,0
15613,Travis,160,1
15614,Upshur,1,0
15615,Uvalde,1,0
15616,Val Verde,2,0
15617,Van Zandt,1,0
15618,Victoria,3,0
15619,Walker,2,0
15620,Webb,22,0
15621,Wharton,3,0
15622,Wichita,15,0
15623,Willacy,1,0
15624,Williamson,34,0
15625,Wilson,1,0
15626,Yoakum,1,0
15627,Young,1,0
15628,Box Elder,2,0
15629,Cache,5,0
15630,Davis,50,1
15631,Iron,2,0
15632,Morgan,2,0
15633,Salt Lake,212,0
15634,Summit,110,0
15635,Tooele,5,0
15636,Uintah,1,0
15637,Unknown,17,0
15638,Utah,27,0
15639,Wasatch,29,0
15640,Washington,6,0
15641,Weber,12,0
15642,Addison,13,0
15643,Bennington,13,0
15644,Caledonia,2,0
15645,Chittenden,90,6
15646,Franklin,6,0
15647,Lamoille,6,0
15648,Orange,3,0
15649,Orleans,4,0
15650,Rutland,5,0
15651,Unknown,23,3
15652,Washington,9,0
15653,Windham,9,0
15654,Windsor,18,1
15655,Unknown,19,0
15656,Accomack,2,0
15657,Albemarle,8,0
15658,Alexandria city,18,0
15659,Amelia,1,0
15660,Amherst,1,0
15661,Arlington,63,0
15662,Bedford,2,0
15663,Botetourt,1,0
15664,Bristol city,1,0
15665,Charles City,1,0
15666,Charlottesville city,11,0
15667,Chesapeake city,5,0
15668,Chesterfield,12,0
15669,Culpeper,2,0
15670,Danville city,4,0
15671,Fairfax,124,1
15672,Fairfax city,1,0
15673,Fauquier,4,0
15674,Fluvanna,3,0
15675,Franklin,1,0
15676,Frederick,4,0
15677,Fredericksburg city,1,0
15678,Galax city,1,0
15679,Gloucester,3,0
15680,Goochland,3,0
15681,Greene,1,0
15682,Halifax,1,0
15683,Hampton city,5,0
15684,Hanover,2,0
15685,Harrisonburg city,5,0
15686,Henrico,28,3
15687,Isle of Wight,2,0
15688,James City,55,3
15689,King George,1,0
15690,Lee,2,0
15691,Loudoun,43,0
15692,Louisa,5,0
15693,Lynchburg city,2,0
15694,Madison,2,0
15695,Manassas city,3,0
15696,Mathews,1,0
15697,Mecklenburg,4,0
15698,Nelson,1,0
15699,Newport News city,12,1
15700,Norfolk city,8,0
15701,Northampton,1,0
15702,Nottoway,1,0
15703,Orange,1,0
15704,Pittsylvania,1,0
15705,Poquoson city,1,0
15706,Portsmouth city,3,0
15707,Prince Edward,2,0
15708,Prince George,2,0
15709,Prince William,44,0
15710,Radford city,1,0
15711,Richmond city,17,0
15712,Roanoke,1,0
15713,Roanoke city,1,0
15714,Rockbridge,1,0
15715,Rockingham,4,0
15716,Shenandoah,3,0
15717,Southampton,1,0
15718,Spotsylvania,3,0
15719,Stafford,11,0
15720,Suffolk city,1,0
15721,Virginia Beach city,29,0
15722,Warren,2,0
15723,Washington,1,0
15724,Williamsburg city,5,1
15725,York,9,0
15726,Adams,5,0
15727,Benton,42,5
15728,Chelan,14,2
15729,Clallam,5,0
15730,Clark,76,6
15731,Columbia,1,0
15732,Cowlitz,7,0
15733,Douglas,5,0
15734,Ferry,1,0
15735,Franklin,12,0
15736,Grant,42,1
15737,Grays Harbor,1,0
15738,Island,79,1
15739,Jefferson,11,0
15740,King,1830,127
15741,Kitsap,42,1
15742,Kittitas,8,0
15743,Klickitat,7,0
15744,Lewis,7,0
15745,Lincoln,1,0
15746,Mason,2,0
15747,Okanogan,2,0
15748,Pierce,231,5
15749,San Juan,3,0
15750,Skagit,91,1
15751,Skamania,1,0
15752,Snohomish,913,23
15753,Spokane,86,1
15754,Stevens,3,0
15755,Thurston,27,0
15756,Walla Walla,3,0
15757,Whatcom,92,4
15758,Whitman,5,0
15759,Yakima,72,2
15760,Berkeley,9,0
15761,Greenbrier,1,0
15762,Hancock,1,0
15763,Harrison,4,0
15764,Jackson,6,0
15765,Jefferson,4,0
15766,Kanawha,17,0
15767,Logan,1,0
15768,Marion,3,0
15769,Marshall,3,0
15770,Mason,3,0
15771,Mercer,2,0
15772,Monongalia,23,0
15773,Ohio,6,0
15774,Pleasants,1,0
15775,Preston,1,0
15776,Putnam,3,0
15777,Raleigh,3,0
15778,Tucker,2,0
15779,Upshur,1,0
15780,Wood,2,0
15781,Bayfield,2,0
15782,Brown,5,0
15783,Calumet,1,0
15784,Chippewa,3,0
15785,Clark,3,0
15786,Columbia,7,0
15787,Dane,158,1
15788,Dodge,6,0
15789,Douglas,5,0
15790,Dunn,2,0
15791,Eau Claire,8,0
15792,Fond du Lac,19,1
15793,Grant,1,0
15794,Green,3,0
15795,Iowa,3,0
15796,Iron,1,1
15797,Jefferson,6,0
15798,Juneau,2,0
15799,Kenosha,24,0
15800,La Crosse,15,0
15801,Marathon,1,0
15802,Marinette,1,0
15803,Milwaukee,468,9
15804,Monroe,1,0
15805,Outagamie,4,0
15806,Ozaukee,30,3
15807,Pierce,4,0
15808,Portage,1,0
15809,Racine,9,0
15810,Richland,2,0
15811,Rock,12,0
15812,Sauk,8,1
15813,Sheboygan,7,0
15814,St. Croix,4,0
15815,Vilas,2,0
15816,Walworth,5,0
15817,Washington,27,0
15818,Waukesha,61,0
15819,Waupaca,1,0
15820,Winnebago,6,0
15821,Wood,2,0
15822,Albany,1,0
15823,Campbell,1,0
15824,Carbon,3,0
15825,Fremont,17,0
15826,Goshen,1,0
15827,Hot Springs,1,0
15828,Johnson,4,0
15829,Laramie,18,0
15830,Natrona,8,0
15831,Park,1,0
15832,Sheridan,5,0
15833,Sweetwater,1,0
15834,Teton,12,0
15835,Washakie,1,0
15836,Autauga,6,0
15837,Baldwin,10,0
15838,Blount,5,0
15839,Bullock,3,0
